0|1|2|3|5
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Revisores y cobradores de los transportes públicos|Auxiliar de transporte público
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Guías de turismo|Guías de turismo
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Guías de turismo|Guía turístico
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Guías de turismo|Animador de turismo
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Guías de turismo|Guía de museos
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Guías de turismo|Guía regional de turismo ruta maya
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Guías de turismo|Anfitrión de turismo comunitario
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Guías de turismo|Guía comunitario de turistas
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Cocineros|Guías de turismo|Cocineros
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Cocineros|Cocineros|Cocineros
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Cocineros|Cocineros|Cocinero
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Camareros|Cocineros|Camareros
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Camareros|Camareros de mesas|Camareros de mesas
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Camareros|Camareros de mesas|Ayudante de mesero
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Camareros|Camareros de mesas|Maestro de sala o asignador de mesa(maître)
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Camareros|Camareros de mesas|Mesero de bar y restaurante
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Camareros|Camareros de mesas|Capitán de meseros
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Camareros|Camareros de barra|Camareros de barra
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Camareros|Camareros de barra|Bartender
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Peluqueros, especialistas en tratamientos de belleza y afines|Camareros de barra|Peluqueros, especialistas en tratamientos de belleza y afines
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Peluqueros, especialistas en tratamientos de belleza y afines|Peluqueros|Peluqueros
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Peluqueros, especialistas en tratamientos de belleza y afines|Peluqueros|Barbero
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Peluqueros, especialistas en tratamientos de belleza y afines|Peluqueros|Peluquero
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Peluqueros, especialistas en tratamientos de belleza y afines|Especialistas en tratamientos de belleza y afines|Especialistas en tratamientos de belleza y afines
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Peluqueros, especialistas en tratamientos de belleza y afines|Especialistas en tratamientos de belleza y afines|Cultor de belleza
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Peluqueros, especialistas en tratamientos de belleza y afines|Especialistas en tratamientos de belleza y afines|Cosmetólogo
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Peluqueros, especialistas en tratamientos de belleza y afines|Especialistas en tratamientos de belleza y afines|Pedicurista y manicurista
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Especialistas en tratamientos de belleza y afines|Supervisores de mantenimiento y limpieza de edificios
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Especialistas en tratamientos de belleza y afines|Supervisores  de  mantenimiento  y  limpieza  en  oficinas,  hoteles  y  otros
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Especialistas en tratamientos de belleza y afines|
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Especialistas en tratamientos de belleza y afines|establecimientos
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Especialistas en tratamientos de belleza y afines|Supervisor  de  mantenimiento  y  limpieza  en  oficinas,  hoteles  y  otros
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Especialistas en tratamientos de belleza y afines|
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Especialistas en tratamientos de belleza y afines|establecimientos
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Ecónomos y mayordomos domésticos|Ecónomos y mayordomos domésticos
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Ecónomos y mayordomos domésticos|Asistente de ama de llaves
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Ecónomos y mayordomos domésticos|Ecónomo y mayordomo doméstico
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Ecónomos y mayordomos domésticos|Administrador de alimentos y bebidas
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Ecónomos y mayordomos domésticos|Ama de llaves
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Conserjes|Conserjes
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Supervisores de mantenimiento y limpieza de edificios|Conserjes|Conserje de hotel
